GEO.display-label,HC01_VC40,HC03_VC40,HC01_VC41,HC03_VC41,HC01_VC42,HC03_VC42,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC101,HC03_VC101,HC01_VC118,HC01_VC130,HC03_VC130,HC01_VC134,HC03_VC134,HC03_VC161,HC03_VC167,HC03_VC171
"Memphis city, Tennessee",291165,291165,89283,30.7,57249,19.7,74825,25.7,19208,6.6,50600,17.4,291165,291165,159,0.1,13137,4.5,24894,8.5,9937,3.4,34770,11.9,37070,12.7,4576,1.6,14628,5,31741,10.9,62088,21.3,29508,10.1,15574,5.3,13083,4.5,291165,291165,239659,82.3,36307,12.5,15019,5.2,180,0.1,54253,21.1,23509,642548,642548,82962,12.9,21.9,37.1,26.9
"Murfreesboro city, Tennessee",71842,71842,26608,37,12630,17.6,21542,30,2780,3.9,8282,11.5,71842,71842,0,0,2450,3.4,7427,10.3,2245,3.1,12280,17.1,3393,4.7,2433,3.4,5268,7.3,5535,7.7,15622,21.7,9885,13.8,3186,4.4,2118,2.9,71842,71842,57922,80.6,9873,13.7,4047,5.6,0,0,4960,10,28089,130302,130302,9928,7.6,8.2,27.6,13.2
"Nashville-Davidson metropolitan government (balance), Tennessee",360509,360509,146681,40.7,60668,16.8,87160,24.2,25909,7.2,40091,11.1,360509,360509,710,0.2,21733,6,25234,7,8880,2.5,41237,11.4,16912,4.7,12253,3.4,23761,6.6,49817,13.8,83532,23.2,45093,12.5,16062,4.5,15285,4.2,360509,360509,300393,83.3,35365,9.8,24459,6.8,292,0.1,32184,11.8,31842,654430,654430,75130,11.5,10,22.8,15.1
"Abilene city, Texas",53531,53531,16510,30.8,12623,23.6,12947,24.2,6044,11.3,5407,10.1,53531,53531,735,1.4,5267,9.8,2167,4,964,1.8,6284,11.7,2907,5.4,791,1.5,3306,6.2,3123,5.8,14055,26.3,5568,10.4,3712,6.9,4652,8.7,53531,53531,40755,76.1,8645,16.1,3778,7.1,353,0.7,6592,15.5,21253,116115,116115,16084,13.9,12.4,29.3,19.6
"Allen city, Texas",50454,50454,27421,54.3,5803,11.5,12953,25.7,1168,2.3,3109,6.2,50454,50454,74,0.1,3266,6.5,4502,8.9,1197,2.4,6326,12.5,1489,3,1746,3.5,6583,13,8235,16.3,8447,16.7,4142,8.2,2711,5.4,1736,3.4,50454,50454,42625,84.5,4601,9.1,3102,6.1,126,0.2,1921,5.8,40137,98957,98957,6598,6.7,2.7,7.6,3.7
"Amarillo city, Texas",95477,95477,27680,29,18992,19.9,22912,24,10766,11.3,15127,15.8,95477,95477,1134,1.2,7838,8.2,10953,11.5,2244,2.4,11676,12.2,5694,6,1002,1,5820,6.1,7627,8,21362,22.4,9760,10.2,5762,6,4605,4.8,95477,95477,76188,79.8,12948,13.6,6221,6.5,120,0.1,9642,12.9,27659,195995,195995,34261,17.5,11.7,27,16.4
"Arlington city, Texas",197694,197694,63060,31.9,36353,18.4,50237,25.4,18163,9.2,29881,15.1,197694,197694,1152,0.6,14807,7.5,21815,11,4922,2.5,22316,11.3,14954,7.6,2865,1.4,14363,7.3,18929,9.6,41541,21,20730,10.5,12103,6.1,7197,3.6,197694,197694,161708,81.8,23549,11.9,12138,6.1,299,0.2,15487,11.4,26136,391051,391051,67357,17.2,12.2,23.3,15.9
"Atascocita CDP, Texas",35356,35356,18469,52.2,4130,11.7,7263,20.5,2121,6,3373,9.5,35356,35356,1209,3.4,2610,7.4,3349,9.5,382,1.1,2458,7,2641,7.5,821,2.3,2571,7.3,5337,15.1,8538,24.1,1614,4.6,2491,7,1335,3.8,35356,35356,28218,79.8,5079,14.4,2059,5.8,0,0,906,3.7,37424,70323,70323,3751,5.3,2.7,2.3,4.2
"Austin city, Texas",548311,548311,266033,48.5,83147,15.2,120139,21.9,45290,8.3,33702,6.1,548311,548311,2683,0.5,42818,7.8,40325,7.4,12565,2.3,60380,11,16521,3,18153,3.3,38057,6.9,98753,18,106209,19.4,57158,10.4,27626,5,27063,4.9,548311,548311,428882,78.2,74143,13.5,45059,8.2,227,0,27459,7.4,39103,943079,943079,123015,13,8.4,26.9,13.5
"Baytown city, Texas",35279,35279,9166,26,5691,16.1,6447,18.3,7838,22.2,6137,17.4,35279,35279,593,1.7,7616,21.6,4474,12.7,485,1.4,3528,10,2516,7.1,226,0.6,1885,5.3,3904,11.1,5681,16.1,3330,9.4,678,1.9,363,1,35279,35279,30719,87.1,2788,7.9,1772,5,0,0,4813,19.1,24042,76221,76221,17318,22.7,9.3,20.5,11.6
"Beaumont city, Texas",51728,51728,14923,28.8,11724,22.7,11044,21.4,6362,12.3,7675,14.8,51728,51728,635,1.2,5926,11.5,4405,8.5,708,1.4,6614,12.8,3747,7.2,459,0.9,1537,3,4669,9,12488,24.1,4932,9.5,3154,6.1,2454,4.7,51728,51728,43174,83.5,6836,13.2,1682,3.3,36,0.1,6219,13.6,25965,115808,115808,24392,21.1,14.2,33.5,18.7
"Brownsville city, Texas",65193,65193,17793,27.3,18834,28.9,16176,24.8,5581,8.6,6809,10.4,65193,65193,587,0.9,4233,6.5,4819,7.4,1112,1.7,8593,13.2,3224,4.9,414,0.6,1782,2.7,6008,9.2,20924,32.1,7587,11.6,3805,5.8,2105,3.2,65193,65193,47311,72.6,12633,19.4,5176,7.9,73,0.1,14581,29,15217,182542,182542,53376,29.2,26.6,39,28.6
"Bryan city, Texas",39785,39785,12323,31,8253,20.7,8536,21.5,6202,15.6,4471,11.2,39785,39785,667,1.7,6185,15.5,3289,8.3,792,2,3360,8.4,1491,3.7,211,0.5,1833,4.6,3810,9.6,8547,21.5,5081,12.8,2562,6.4,1957,4.9,39785,39785,29962,75.3,6143,15.4,3600,9,80,0.2,3544,12.2,23450,79530,79530,15142,19,19.8,45.9,24.7
"Carrollton city, Texas",73893,73893,29792,40.3,10673,14.4,17461,23.6,6674,9,9293,12.6,73893,73893,590,0.8,4735,6.4,7925,10.7,2961,4,8926,12.1,4261,5.8,1363,1.8,6442,8.7,10473,14.2,13795,18.7,5783,7.8,4948,6.7,1691,2.3,73893,73893,60598,82,7235,9.8,5799,7.8,261,0.4,2740,5.6,33565,132845,132845,20885,15.7,7.7,17.4,10
"Cedar Park city, Texas",33676,33676,17634,52.4,3174,9.4,9704,28.8,1447,4.3,1717,5.1,33676,33676,723,2.1,1233,3.7,2974,8.8,843,2.5,4391,13,679,2,1413,4.2,2415,7.2,6614,19.6,7869,23.4,2040,6.1,1060,3.1,1422,4.2,33676,33676,27823,82.6,4202,12.5,1585,4.7,66,0.2,432,1.9,36444,70218,70218,7847,11.2,1.3,7.9,2.5
"College Station city, Texas",53666,53666,27004,50.3,9443,17.6,11739,21.9,2237,4.2,3243,6,53666,53666,740,1.4,1569,2.9,1834,3.4,1454,2.7,4940,9.2,1170,2.2,889,1.7,2485,4.6,4817,9,22479,41.9,6117,11.4,2172,4,3000,5.6,53666,53666,34183,63.7,17784,33.1,1624,3,75,0.1,1705,4.3,25689,111676,111676,8169,7.3,14.7,32.3,31.1
"Conroe city, Texas",39841,39841,10300,25.9,10345,26,9490,23.8,4612,11.6,5094,12.8,39841,39841,742,1.9,3946,9.9,2739,6.9,1559,3.9,6368,16,1255,3.2,495,1.2,1946,4.9,5282,13.3,7107,17.8,5535,13.9,1928,4.8,939,2.4,39841,39841,31917,80.1,3527,8.9,4266,10.7,131,0.3,2991,10.3,32107,80879,80879,20164,24.9,10.3,27.6,14.6
"Corpus Christi city, Texas",151441,151441,46977,31,32877,21.7,38606,25.5,18241,12,14740,9.7,151441,151441,3179,2.1,14206,9.4,8073,5.3,3441,2.3,16757,11.1,7788,5.1,2525,1.7,7307,4.8,15926,10.5,35752,23.6,19048,12.6,8170,5.4,9269,6.1,151441,151441,118407,78.2,22398,14.8,10023,6.6,613,0.4,17893,15.3,26481,320540,320540,52891,16.5,10.8,28.5,14.1
"Dallas city, Texas",667913,667913,224559,33.6,121676,18.2,159689,23.9,80920,12.1,81069,12.1,667913,667913,5168,0.8,71278,10.7,53172,8,15873,2.4,79305,11.9,36521,5.5,15608,2.3,61021,9.1,98438,14.7,119493,17.9,65371,9.8,34242,5.1,12423,1.9,667913,667913,578392,86.6,49046,7.3,39665,5.9,810,0.1,68737,13.4,30739,1308591,1308591,291006,22.2,16.1,32.2,19.4
"Denton city, Texas",70611,70611,27690,39.2,14624,20.7,17721,25.1,4411,6.2,6165,8.7,70611,70611,304,0.4,3313,4.7,5342,7.6,1723,2.4,7719,10.9,2327,3.3,2682,3.8,3915,5.5,6925,9.8,21049,29.8,9818,13.9,4006,5.7,1488,2.1,70611,70611,55114,78.1,10767,15.2,4493,6.4,237,0.3,5413,11.9,25915,131010,131010,18833,14.4,9.8,32.6,18.7
"Edinburg city, Texas",37467,37467,15733,42,6176,16.5,10730,28.6,2870,7.7,1958,5.2,37467,37467,1394,3.7,1781,4.8,1105,2.9,835,2.2,4801,12.8,814,2.2,192,0.5,2268,6.1,2466,6.6,15310,40.9,2493,6.7,1212,3.2,2796,7.5,37467,37467,24407,65.1,11061,29.5,1923,5.1,76,0.2,6993,25.9,18185,87249,87249,16997,19.5,26.9,59.6,27.6
"El Paso city, Texas",287335,287335,93114,32.4,58325,20.3,79850,27.8,23354,8.1,32692,11.4,287335,287335,1743,0.6,16517,5.7,18079,6.3,8389,2.9,34179,11.9,18781,6.5,5407,1.9,13400,4.7,33523,11.7,75447,26.3,32368,11.3,11154,3.9,18348,6.4,287335,287335,216340,75.3,52538,18.3,17712,6.2,745,0.3,46262,20.5,20655,665579,665579,119840,18,18.5,34.9,22.1
"Flower Mound town, Texas",38019,38019,22773,59.9,3123,8.2,9083,23.9,745,2,2295,6,38019,38019,302,0.8,1606,4.2,3247,8.5,1057,2.8,3791,10,2751,7.2,1716,4.5,4401,11.6,6899,18.1,7326,19.3,2426,6.4,1619,4.3,878,2.3,38019,38019,32267,84.9,3211,8.4,2439,6.4,102,0.3,236,1,49453,73062,73062,2208,3,3.2,8.5,4.7
"Fort Worth city, Texas",405649,405649,137898,34,67829,16.7,96565,23.8,44373,10.9,58984,14.5,405649,405649,5494,1.4,36115,8.9,41685,10.3,15887,3.9,39413,9.7,31886,7.9,8320,2.1,30332,7.5,40691,10,84957,20.9,35029,8.6,22234,5.5,13606,3.4,405649,405649,334530,82.5,43859,10.8,26461,6.5,799,0.2,43854,15.3,26735,846671,846671,155702,18.4,14,33.9,17.5
"Frisco city, Texas",79366,79366,51579,65,6097,7.7,17506,22.1,1924,2.4,2260,2.8,79366,79366,307,0.4,2543,3.2,6722,8.5,2848,3.6,7091,8.9,1912,2.4,3585,4.5,11906,15,15743,19.8,17097,21.5,4687,5.9,3379,4.3,1546,1.9,79366,79366,67377,84.9,7034,8.9,4850,6.1,105,0.1,1365,2.5,52718,163094,163094,6225,3.8,4.1,14.5,4.3
"Garland city, Texas",117138,117138,33710,28.8,23591,20.1,27439,23.4,16032,13.7,16366,14,117138,117138,168,0.1,14326,12.2,11922,10.2,4593,3.9,12808,10.9,5284,4.5,1421,1.2,9017,7.7,13790,11.8,21194,18.1,13585,11.6,7666,6.5,1364,1.2,117138,117138,101337,86.5,7768,6.6,8033,6.9,0,0,8629,11.5,22451,233848,233848,50229,21.5,10.7,22.9,13.8
"Georgetown city, Texas",26368,26368,10457,39.7,4959,18.8,5994,22.7,2773,10.5,2185,8.3,26368,26368,105,0.4,2630,10,1595,6,575,2.2,2551,9.7,616,2.3,546,2.1,1930,7.3,2054,7.8,5870,22.3,3554,13.5,2065,7.8,2277,8.6,26368,26368,16649,63.1,6000,22.8,3551,13.5,168,0.6,1036,4.1,36444,66118,66118,5885,8.9,2.7,0,3.9
"Grand Prairie city, Texas",94513,94513,28699,30.4,16995,18,22660,24,9589,10.1,16570,17.5,94513,94513,599,0.6,8053,8.5,9141,9.7,5657,6,11190,11.8,8781,9.3,1753,1.9,6812,7.2,7445,7.9,18698,19.8,8806,9.3,4733,5,2845,3,94513,94513,76543,81,11956,12.7,5862,6.2,152,0.2,8282,13.4,24458,190222,190222,35742,18.8,7,17.1,10.3
"Harlingen city, Texas",26622,26622,8086,30.4,7782,29.2,6890,25.9,2362,8.9,1502,5.6,26622,26622,482,1.8,1284,4.8,889,3.3,1246,4.7,2849,10.7,611,2.3,1407,5.3,1499,5.6,2636,9.9,8944,33.6,2674,10,1163,4.4,938,3.5,26622,26622,20426,76.7,4261,16,1534,5.8,401,1.5,5137,23.5,17257,64673,64673,14160,21.9,24.1,32.9,28.3
"Houston city, Texas",1121834,1121834,395738,35.3,225313,20.1,227870,20.3,134850,12,138063,12.3,1121834,1121834,33347,3,113959,10.2,94013,8.4,34957,3.1,112895,10.1,60683,5.4,13925,1.2,68541,6.1,162895,14.5,217864,19.4,107565,9.6,73256,6.5,27934,2.5,1121834,1121834,933880,83.2,105632,9.4,81026,7.2,1296,0.1,129441,14.9,30080,2290773,2290773,507711,22.2,18.2,35.2,20.8
"Irving city, Texas",125924,125924,45206,35.9,20651,16.4,29456,23.4,15470,12.3,15141,12,125924,125924,331,0.3,14443,11.5,9096,7.2,3715,3,12294,9.8,8660,6.9,3237,2.6,13698,10.9,22652,18,16016,12.7,14154,11.2,6320,5,1308,1,125924,125924,111609,88.6,6901,5.5,7246,5.8,168,0.1,7816,9.2,28568,237663,237663,48985,20.6,11.1,26.4,13.2
"Killeen city, Texas",56341,56341,16347,29,12956,23,16593,29.5,4210,7.5,6235,11.1,56341,56341,203,0.4,3163,5.6,2138,3.8,867,1.5,7004,12.4,2140,3.8,1013,1.8,3550,6.3,5659,10,12956,23,6849,12.2,1997,3.5,8802,15.6,56341,56341,37407,66.4,15998,28.4,2852,5.1,84,0.1,8554,16.3,21777,134582,134582,14208,10.6,12.5,34.2,13
"Laredo city, Texas",97376,97376,26407,27.1,22922,23.5,25123,25.8,11051,11.3,11873,12.2,97376,97376,2618,2.7,7015,7.2,1656,1.7,2617,2.7,11008,11.3,14993,15.4,1393,1.4,4708,4.8,7235,7.4,25188,25.9,7914,8.1,4939,5.1,6092,6.3,97376,97376,73363,75.3,15644,16.1,8144,8.4,225,0.2,18043,25.8,15842,255841,255841,69136,27,30,50.5,32.4
"League City city, Texas",54270,54270,29551,54.5,6013,11.1,11298,20.8,3261,6,4147,7.6,54270,54270,1088,2,2548,4.7,7495,13.8,677,1.2,4885,9,1409,2.6,855,1.6,3241,6,9029,16.6,15148,27.9,4186,7.7,1049,1.9,2660,4.9,54270,54270,43000,79.2,8651,15.9,2619,4.8,0,0,1465,4.2,40160,101012,101012,6704,6.6,2.1,7.2,4.3
"Lewisville city, Texas",59164,59164,23457,39.6,9266,15.7,15576,26.3,4831,8.2,6034,10.2,59164,59164,477,0.8,3866,6.5,5411,9.1,2235,3.8,8358,14.1,2885,4.9,1069,1.8,6341,10.7,7394,12.5,9888,16.7,6877,11.6,3412,5.8,951,1.6,59164,59164,50156,84.8,5875,9.9,3133,5.3,0,0,3383,8.5,29190,104195,104195,14799,14.2,8.6,30,12.1
"Longview city, Texas",34403,34403,8563,24.9,7848,22.8,7744,22.5,3486,10.1,6762,19.7,34403,34403,1420,4.1,2602,7.6,4994,14.5,1234,3.6,4300,12.5,1305,3.8,382,1.1,1253,3.6,2634,7.7,6907,20.1,4353,12.7,2145,6.2,874,2.5,34403,34403,30216,87.8,3104,9,1083,3.1,0,0,5654,18.5,23380,79671,79671,13498,16.9,16.9,50.1,18.7
"Lubbock city, Texas",121270,121270,46358,38.2,22059,18.2,29320,24.2,10766,8.9,12767,10.5,121270,121270,2047,1.7,7842,6.5,7153,5.9,5068,4.2,15670,12.9,6429,5.3,1513,1.2,5584,4.6,9535,7.9,35640,29.4,15893,13.1,5147,4.2,3749,3.1,121270,121270,95664,78.9,19481,16.1,6125,5.1,0,0,13307,14.2,25495,248808,248808,30428,12.2,11.4,23.7,20.4
"McAllen city, Texas",57478,57478,21848,38,12002,20.9,13945,24.3,3074,5.3,6609,11.5,57478,57478,654,1.1,2475,4.3,3051,5.3,1517,2.6,6406,11.1,3020,5.3,961,1.7,2875,5,5806,10.1,18958,33,6108,10.6,2640,4.6,3007,5.2,57478,57478,42020,73.1,10802,18.8,4656,8.1,0,0,9839,21.9,21245,141148,141148,32966,23.4,23.8,37.7,26.7
"McKinney city, Texas",87758,87758,41221,47,10609,12.1,23826,27.1,6462,7.4,5640,6.4,87758,87758,740,0.8,5153,5.9,8463,9.6,2413,2.7,10522,12,3056,3.5,3522,4,10972,12.5,10966,12.5,17698,20.2,7988,9.1,4085,4.7,2180,2.5,87758,87758,76160,86.8,7210,8.2,4176,4.8,212,0.2,2200,3.7,35949,171484,171484,16884,9.8,6.9,26.3,8.1
"Mansfield city, Texas",32993,32993,15205,46.1,3820,11.6,9516,28.8,1678,5.1,2774,8.4,32993,32993,85,0.3,969,2.9,3843,11.6,2050,6.2,4607,14,1976,6,226,0.7,3075,9.3,3142,9.5,7626,23.1,2713,8.2,991,3,1690,5.1,32993,32993,26277,79.6,4920,14.9,1594,4.8,202,0.6,949,4.4,35794,64731,64731,3121,4.8,2.5,6.7,4.1
"Mesquite city, Texas",66912,66912,21433,32,9495,14.2,16147,24.1,9529,14.2,10308,15.4,66912,66912,157,0.2,7708,11.5,5300,7.9,2516,3.8,7975,11.9,5313,7.9,1263,1.9,4833,7.2,6425,9.6,16138,24.1,4628,6.9,3515,5.3,1141,1.7,66912,66912,53136,79.4,7662,11.5,6114,9.1,0,0,6519,14.1,22610,143129,143129,26026,18.2,12.5,23.1,15.5
"Midland city, Texas",66909,66909,25286,37.8,9352,14,15457,23.1,9004,13.5,7810,11.7,66909,66909,10110,15.1,4812,7.2,3323,5,2379,3.6,7889,11.8,2484,3.7,1127,1.7,4786,7.2,5311,7.9,13817,20.7,4821,7.2,4197,6.3,1853,2.8,66909,66909,56702,84.7,6222,9.3,3844,5.7,141,0.2,3550,7.6,36409,133310,133310,25471,19.1,7.9,18.6,9.6
"Mission city, Texas",31760,31760,9505,29.9,6160,19.4,7942,25,3515,11.1,4638,14.6,31760,31760,1237,3.9,1898,6,2497,7.9,2191,6.9,3783,11.9,1873,5.9,677,2.1,692,2.2,2555,8,8705,27.4,2378,7.5,1658,5.2,1616,5.1,31760,31760,23721,74.7,5001,15.7,3038,9.6,0,0,5502,22.6,19189,83418,83418,22716,27.2,18.7,46.4,22
"Missouri City city, Texas",N,N,N,N,N,N,N,N,N,N,N,N,36057,36057,1116,3.1,1476,4.1,2954,8.2,1151,3.2,3000,8.3,3660,10.2,953,2.6,2229,6.2,4144,11.5,10547,29.3,2198,6.1,842,2.3,1787,5,36057,36057,27906,77.4,5855,16.2,2205,6.1,91,0.3,2145,8.5,33753,74705,74705,4346,5.8,3.2,11.6,4.7
"New Braunfels city, Texas",34911,34911,12678,36.3,6269,18,10803,30.9,2095,6,3066,8.8,34911,34911,471,1.3,2868,8.2,2148,6.2,1300,3.7,4850,13.9,780,2.2,654,1.9,1745,5,4754,13.6,6666,19.1,4903,14,1430,4.1,2342,6.7,34911,34911,28063,80.4,5175,14.8,1673,4.8,0,0,1404,5.4,31793,69919,69919,5705,8.2,5.1,21.7,7.2
"North Richland Hills city, Texas",35965,35965,13990,38.9,8396,23.3,8472,23.6,2845,7.9,2262,6.3,35965,35965,362,1,2470,6.9,2062,5.7,1323,3.7,4026,11.2,2082,5.8,99,0.3,4268,11.9,4548,12.6,8324,23.1,3080,8.6,2329,6.5,992,2.8,35965,35965,28126,78.2,4730,13.2,2970,8.3,139,0.4,2052,7.6,32623,69458,69458,7399,10.7,2.8,8.2,4.7
"Odessa city, Texas",56150,56150,14673,26.1,8911,15.9,14698,26.2,8522,15.2,9346,16.6,56150,56150,7618,13.6,4948,8.8,2719,4.8,1933,3.4,9344,16.6,3936,7,1350,2.4,2986,5.3,1943,3.5,8930,15.9,4837,8.6,3025,5.4,2581,4.6,56150,56150,43260,77,9138,16.3,3641,6.5,111,0.2,5591,13.8,31258,116345,116345,21172,18.2,8.3,19.7,12.2
"Pasadena city, Texas",62738,62738,15924,25.4,10274,16.4,13292,21.2,12716,20.3,10532,16.8,62738,62738,1299,2.1,12801,20.4,6721,10.7,1665,2.7,6979,11.1,3709,5.9,454,0.7,1685,2.7,5976,9.5,9207,14.7,8117,12.9,3411,5.4,714,1.1,62738,62738,53607,85.4,5246,8.4,3791,6,94,0.1,7988,16.7,22565,152462,152462,39590,26,14.6,29.3,17.7
"Pearland city, Texas",58758,58758,31316,53.3,6922,11.8,11770,20,3483,5.9,5267,9,58758,58758,1145,1.9,4271,7.3,6492,11,1513,2.6,3090,5.3,5371,9.1,743,1.3,4407,7.5,4320,7.4,19755,33.6,4212,7.2,2129,3.6,1310,2.2,58758,58758,46897,79.8,9311,15.8,2550,4.3,0,0,985,2.6,35439,116823,116823,7079,6.1,4.8,8.2,4.4
"Pharr city, Texas",N,N,N,N,N,N,N,N,N,N,N,N,27962,27962,650,2.3,3310,11.8,835,3,444,1.6,2919,10.4,1097,3.9,1066,3.8,1856,6.6,3035,10.9,8465,30.3,2587,9.3,1408,5,290,1,27962,27962,20689,74,3958,14.2,3269,11.7,46,0.2,7226,33.6,13026,77314,77314,20855,27,24.6,36.1,24.2
"Plano city, Texas",153901,153901,83200,54.1,18895,12.3,36866,24,7632,5,7308,4.7,153901,153901,1580,1,6992,4.5,11642,7.6,4749,3.1,16549,10.8,5048,3.3,8250,5.4,18199,11.8,29328,19.1,29551,19.2,13864,9,5991,3.9,2158,1.4,153901,153901,134004,87.1,11498,7.5,8065,5.2,334,0.2,2746,2.6,43296,285197,285197,31153,10.9,5,19.8,6.7
"Richardson city, Texas",59676,59676,30773,51.6,7246,12.1,13923,23.3,4369,7.3,3365,5.6,59676,59676,568,1,3151,5.3,4382,7.3,942,1.6,6948,11.6,2203,3.7,2078,3.5,6143,10.3,10322,17.3,13575,22.7,4634,7.8,3623,6.1,1107,1.9,59676,59676,48836,81.8,6834,11.5,3703,6.2,303,0.5,1889,4.4,37030,112795,112795,14115,12.5,5.6,19.3,9.4
"Round Rock city, Texas",64943,64943,26611,41,10141,15.6,16854,26,4601,7.1,6736,10.4,64943,64943,0,0,4154,6.4,8048,12.4,1763,2.7,8000,12.3,2438,3.8,2133,3.3,4504,6.9,8989,13.8,15311,23.6,5150,7.9,2582,4,1871,2.9,64943,64943,53628,82.6,8134,12.5,3112,4.8,69,0.1,3223,8.7,30602,120200,120200,10778,9,4.3,16.7,7.3
"San Angelo city, Texas",48679,48679,13613,28,10604,21.8,13647,28,4875,10,5940,12.2,48679,48679,2236,4.6,2806,5.8,3039,6.2,1057,2.2,8518,17.5,974,2,1460,3,2658,5.5,4121,8.5,12740,26.2,4910,10.1,1904,3.9,2256,4.6,48679,48679,40061,82.3,6034,12.4,2584,5.3,0,0,4575,12.1,26725,99227,99227,16510,16.6,7.1,23.4,12.7
"San Antonio city, Texas",690390,690390,227329,32.9,142048,20.6,175989,25.5,75333,10.9,69691,10.1,690390,690390,5922,0.9,59992,8.7,39085,5.7,12554,1.8,88707,12.8,31547,4.6,12211,1.8,59016,8.5,79452,11.5,159009,23,81765,11.8,33418,4.8,27712,4,690390,690390,567393,82.2,87365,12.7,34774,5,858,0.1,72937,14.6,23921,1474531,1474531,238055,16.1,14.8,30.5,18.5
"Sugar Land city, Texas",41398,41398,25535,61.7,2472,6,10235,24.7,2268,5.5,888,2.1,41398,41398,3075,7.4,2027,4.9,2775,6.7,1944,4.7,4895,11.8,854,2.1,998,2.4,3007,7.3,7615,18.4,9294,22.5,1984,4.8,2445,5.9,485,1.2,41398,41398,33609,81.2,4482,10.8,3307,8,0,0,430,1.5,51699,88060,88060,5425,6.2,3.5,18.1,5.7
"Temple city, Texas",31307,31307,10200,32.6,7015,22.4,7075,22.6,2405,7.7,4612,14.7,31307,31307,528,1.7,1244,4,2545,8.1,1238,4,3590,11.5,1694,5.4,507,1.6,1037,3.3,2122,6.8,10545,33.7,3079,9.8,1029,3.3,2149,6.9,31307,31307,23985,76.6,5874,18.8,1448,4.6,0,0,4447,15.9,26703,72154,72154,9848,13.6,11.1,26.2,16.6
"The Woodlands CDP, Texas",48135,48135,28455,59.1,3680,7.6,12674,26.3,879,1.8,2447,5.1,48135,48135,3392,7,2795,5.8,3893,8.1,1906,4,5380,11.2,2792,5.8,39,0.1,3566,7.4,8801,18.3,9078,18.9,4258,8.8,701,1.5,1534,3.2,48135,48135,39069,81.2,4680,9.7,4345,9,41,0.1,710,1.8,51630,111534,111534,11624,10.4,4.8,11.2,5.4
"Tyler city, Texas",44212,44212,14274,32.3,11249,25.4,10764,24.3,4212,9.5,3713,8.4,44212,44212,902,2,3868,8.7,2571,5.8,926,2.1,4916,11.1,1176,2.7,1997,4.5,2108,4.8,4208,9.5,12881,29.1,5192,11.7,2602,5.9,865,2,44212,44212,37594,85,4680,10.6,1938,4.4,0,0,4022,10.9,25522,102402,102402,16079,15.7,16.9,37.2,21.7
"Victoria city, Texas",33807,33807,9824,29.1,6996,20.7,8356,24.7,4877,14.4,3754,11.1,33807,33807,1904,5.6,2714,8,2781,8.2,1387,4.1,5266,15.6,1061,3.1,312,0.9,1701,5,2941,8.7,7520,22.2,4271,12.6,1417,4.2,532,1.6,33807,33807,27901,82.5,2426,7.2,3323,9.8,157,0.5,3356,14.5,30026,66730,66730,13384,20.1,12,32.5,15.7
"Waco city, Texas",61321,61321,19669,32.1,12969,21.1,14203,23.2,6454,10.5,8026,13.1,61321,61321,778,1.3,4404,7.2,6157,10,945,1.5,8586,14,1912,3.1,702,1.1,3444,5.6,3857,6.3,17711,28.9,6532,10.7,4077,6.6,2216,3.6,61321,61321,50428,82.2,7205,11.7,3566,5.8,122,0.2,6879,14.3,22348,130933,130933,21759,16.6,17.1,38.3,25.9
"Wichita Falls city, Texas",42565,42565,15596,36.6,10344,24.3,7829,18.4,5815,13.7,2981,7,42565,42565,1912,4.5,3381,7.9,1754,4.1,438,1,4786,11.2,1366,3.2,957,2.2,2205,5.2,2321,5.5,10645,25,6718,15.8,2792,6.6,3290,7.7,42565,42565,29956,70.4,9662,22.7,2572,6,375,0.9,6755,17.5,22200,89333,89333,13283,14.9,16.4,36.5,19.2
"Layton city, Utah",34721,34721,11610,33.4,5086,14.6,10240,29.5,3027,8.7,4758,13.7,34721,34721,216,0.6,2933,8.4,3866,11.1,1056,3,4342,12.5,2277,6.6,772,2.2,2219,6.4,3389,9.8,6789,19.6,2970,8.6,644,1.9,3248,9.4,34721,34721,27866,80.3,5511,15.9,1268,3.7,76,0.2,1828,7.6,26381,75225,75225,5307,7.1,6.2,26,7.4
"Ogden city, Utah",37888,37888,9439,24.9,5772,15.2,8720,23,4233,11.2,9724,25.7,37888,37888,411,1.1,3100,8.2,8806,23.2,554,1.5,3709,9.8,1056,2.8,486,1.3,1414,3.7,4542,12,7147,18.9,2688,7.1,1332,3.5,2643,7,37888,37888,30527,80.6,6339,16.7,1022,2.7,0,0,3962,13.9,22014,84235,84235,10243,12.2,12.3,23.7,17.6
