GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC01_VC27,HC01_VC66,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC70,HC01_VC74,HC01_VC75,HC01_VC76,HC01_VC77,HC01_VC78,HC01_VC79,HC01_VC80,HC01_VC81,HC01_VC82,HC01_VC83,HC01_VC84,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC91,HC01_VC93,HC01_VC97,HC01_VC99,HC01_VC101,HC01_VC103,HC01_VC104,HC01_VC105,HC01_VC106,HC01_VC107,HC01_VC108,HC01_VC109,HC01_VC110,HC01_VC111,HC01_VC112,HC01_VC113,HC01_VC114,HC01_VC115,HC01_VC118,HC01_VC120,HC01_VC121,HC01_VC122,HC01_VC124,HC01_VC125,HC01_VC126,HC01_VC130,HC01_VC131,HC01_VC132,HC01_VC133,HC01_VC134,HC01_VC137,HC01_VC138,HC01_VC141,HC01_VC142,HC01_VC143,HC01_VC144,HC01_VC145,HC01_VC146,HC01_VC147,HC01_VC148,HC01_VC149,HC01_VC150,HC01_VC151,HC01_VC152,HC01_VC153,HC01_VC154,HC01_VC155,HC01_VC156,HC01_VC157
1600000US0667000,667000,"San Francisco city, California",763084,500469,511365,412114,56640,41289,1322,358703,20133,16833,23697,17637,21456,38138,33113,59111,45034,83551,103801,144957,292250,84896,42957,26026,7267,16875,174077,3804,3163,10438,8488,11865,17996,16625,29690,22240,49768,123326,172095,61736,184626,81776,114449,56678,85684,71595,866553,837866,664577,250799,28687,117817,1612,621935,512279,488712,473069,437267,44490,15643,23567,20908,14378,7077,2659,109656,101746,62055,45885,7910
1600000US0668000,668000,"San Jose city, California",816000,511766,528044,443571,53514,30633,326,320447,10545,12606,17496,14618,25446,40069,35007,61530,40929,62201,101940,131280,277300,76022,39886,21083,9076,24419,235854,5626,4691,10978,9455,18365,29091,26688,45917,32849,52194,111902,141512,42122,84593,64349,92326,42508,72888,57264,1021552,970395,720642,328256,51157,236172,3697,668959,530213,502075,471725,412840,68025,30350,28138,23948,13472,11078,4190,138746,127075,78522,53881,11671
1600000US0668084,668084,"San Leandro city, California",74551,43282,44679,34452,6767,3460,0,34977,1494,1675,2185,2998,4724,6252,4844,5416,3131,2258,65963,85841,27139,11455,6886,1916,1335,2546,22305,319,911,967,2170,2770,3598,3160,4330,2431,1649,79341,95385,34201,12672,50712,64284,40165,56235,45245,90229,85657,64353,33955,4572,17489,139,56909,43495,42100,39440,35261,5221,2660,1395,1342,219,1123,53,13414,11694,7290,5357,1720
1600000US0668196,668196,"San Marcos city, California",69872,43528,43678,35060,4243,4375,0,28706,1263,648,2032,1547,2720,5130,3178,7244,2899,2045,81709,97678,24485,6745,4206,973,986,1490,22547,722,107,1134,1290,2755,3693,2772,5216,2855,2003,85897,105309,30603,6159,53972,63421,34112,64492,40725,94917,88878,63566,33259,6039,27983,648,55874,43850,40810,36862,32695,4998,3948,3040,2658,2073,689,382,12024,11164,6334,5857,860
1600000US0668252,668252,"San Mateo city, California",85049,57746,59022,48584,5091,5296,51,38710,872,802,2496,1661,2611,4566,3958,7582,4200,9962,114444,151185,32014,10571,5239,931,1043,2505,24762,190,188,1274,1168,1237,2639,2498,5051,3111,7406,130361,170165,58351,13948,80958,110161,56768,95753,74752,103594,99641,78314,32091,3953,21237,189,66096,56279,55294,52369,47872,5518,2925,985,812,525,338,173,9817,9151,5917,3392,666
1600000US0668378,668378,"San Ramon city, California",58223,39444,40086,33243,5088,1755,0,25847,778,334,383,579,1075,1745,2096,5658,3611,9588,151327,175476,23870,4257,3226,787,408,575,20349,413,83,293,153,357,1077,1705,4101,3329,8838,176953,195182,60560,5498,77018,98035,86666,123677,85687,75617,73950,68740,9534,1667,20004,117,48169,39448,38261,37648,37044,1305,613,1187,1187,966,221,0,8721,8386,7783,961,335
1600000US0669000,669000,"Santa Ana city, California",255427,160891,163464,139981,11674,11605,204,74294,3077,1573,5981,7619,10249,16723,9791,10693,5437,3151,61895,77009,67470,16421,7082,3793,3769,12516,60972,2755,710,5513,7532,9130,14214,7617,7790,3977,1734,58209,71536,18577,13322,51788,67895,24181,32016,28529,330520,275611,145071,145430,54909,90106,3764,213214,166936,157539,121705,94515,30515,35834,9397,5477,1891,3910,3920,46278,35721,15336,22305,10557
1600000US0669070,669070,"Santa Barbara city, California",76690,47435,48451,35042,7182,6184,43,36514,1744,1476,2889,2529,4896,6770,4307,4445,3219,4239,67593,97400,29250,11236,5777,1573,525,1476,21332,622,509,1276,1685,2961,3759,1739,3278,2303,3200,74133,114663,39565,15182,52854,68240,35039,55404,46039,91498,81653,64420,30220,9845,16794,1319,57477,45628,43731,37913,34628,4190,5818,1897,1477,1054,593,420,11849,9561,6950,3705,2288
1600000US0669084,669084,"Santa Clara city, California",101740,58918,66082,57898,5577,2531,76,44392,694,928,2393,2587,3212,5272,3868,10092,6990,8356,110110,131152,39190,8726,5279,1530,806,1008,30356,389,417,1058,1366,1627,3430,2832,7709,4644,6884,124196,144752,47046,14036,73376,92930,55214,102206,71711,125584,121704,100350,31108,3880,26336,269,85889,65942,62990,61296,56448,5817,1694,2952,2571,1909,662,381,19947,18588,15433,3926,1359
1600000US0669088,669088,"Santa Clarita city, California",148230,91249,93654,70734,14270,8411,239,61687,1569,1044,3847,3159,5522,9884,7431,14236,6561,8434,94649,113904,51625,17048,11941,2421,1097,2618,45520,623,342,1675,1503,3226,7240,5995,11501,5790,7625,108401,127498,39733,16167,50378,67936,41574,66394,60786,181727,170982,136883,52431,10745,39484,1018,118478,93255,87946,81788,75187,8287,6158,5309,3981,3162,1328,1328,25223,23019,16315,8602,2204
1600000US0669196,669196,"Santa Maria city, California",77535,49600,49965,42386,5159,2197,223,27248,1260,932,2161,2979,4416,5067,4750,4134,601,948,55775,70925,21819,7675,4676,1663,875,4125,21325,536,544,2097,2698,3296,3982,3355,3547,490,780,57211,72243,19447,5923,34856,49124,22733,30401,29896,105537,86516,44659,50013,19021,32034,982,61990,49491,47500,32971,25962,7821,14529,1991,1240,204,1036,751,12499,10019,4129,6355,2480
1600000US0670000,670000,"Santa Monica city, California",81228,51775,53541,42565,3715,7261,0,47265,2729,2492,3609,3153,3551,4818,6542,8558,4767,7046,90088,121669,38108,11030,5262,2511,382,611,18166,461,343,886,1502,1333,1316,2497,3362,1964,4502,107949,168668,64062,29099,74353,90871,61168,80478,73616,91727,86861,68622,26043,4866,12542,564,63350,53180,49775,46623,43596,3932,3152,3405,2960,2044,916,445,10170,9465,6296,3392,705
1600000US0670098,670098,"Santa Rosa city, California",140005,86888,88975,68533,11075,9020,347,64202,2484,2361,4084,5526,6934,12116,9159,11627,5502,4409,71854,91389,49324,22187,13364,3628,1612,5565,39592,1349,361,1739,2068,3630,7938,6341,8290,3879,3997,84615,106273,35115,24610,45173,59606,33929,48116,48030,173075,161898,117047,67414,11177,38982,957,104979,85508,81352,73715,65846,9982,7637,4156,3745,1741,2004,411,19471,17299,9869,8363,2172
1600000US0672016,672016,"Simi Valley city, California",102483,66570,68596,55368,7057,5904,267,41020,994,1034,2593,1633,3050,5769,6386,9284,5297,4980,94363,116666,34590,11178,7282,1332,609,1929,30448,436,259,1257,754,2150,4451,4430,8195,4403,4113,108558,126260,40034,10572,53668,77895,41746,68467,51638,126141,118978,99563,32549,7163,27000,666,81170,67374,64827,60313,55495,5776,4514,2547,2184,1504,720,363,13796,12427,9826,3496,1369
1600000US0673080,673080,"South Gate city, California",71627,41180,42076,36505,3533,1997,41,23762,825,1316,3236,2463,4803,3738,3232,3056,859,234,46556,61293,20616,7327,1997,2127,1425,5161,20166,562,1142,2948,2103,3843,3328,2611,2658,820,151,47343,61784,16562,3596,32132,39625,24999,37560,30331,95468,84718,43628,45005,10750,26755,1531,59252,44860,41028,35548,27061,9071,5480,3832,2560,550,2119,1272,14392,12032,4415,8111,2360
1600000US0673262,673262,"South San Francisco city, California",,37408,37811,31603,4020,2188,0,20881,331,1322,892,1328,1550,2550,3886,3489,1953,3580,90545,113128,17753,6408,3896,1830,440,461,15400,153,446,310,711,1379,2477,3123,2951,957,2893,91403,118257,36724,5481,54787,85362,41533,55667,51348,66917,65195,49183,22810,1722,13456,169,,,,,,,,,,,,,,,,,
1600000US0675000,675000,"Stockton city, California",229799,118108,122970,93670,21931,7200,169,95851,6223,7328,11184,10260,13467,16351,10574,11958,4121,4385,49271,68600,72181,28208,16664,12915,6453,21336,66281,3499,3420,6655,6210,9555,12000,7917,10040,3204,3781,56991,77281,22440,29570,29522,44618,30451,43322,40163,305039,286530,162052,153117,18509,86145,2141,182211,132673,117920,107929,82120,28319,9991,14753,12465,3996,8827,2288,49538,45832,18535,30708,3706
1600000US0677000,677000,"Sunnyvale city, California",121929,80021,81669,73683,4884,2895,207,56245,2070,1160,1883,2760,2912,5750,5811,11317,8268,14314,121546,152329,48777,9863,5541,2079,759,1371,39037,787,487,689,2147,1944,3852,3399,8548,6154,11030,131939,166592,56840,17208,93252,114912,71442,110227,80134,152269,147541,125366,34297,4728,33882,140,100973,82181,78434,75098,69340,7092,3336,3747,3127,2188,1022,620,18792,18317,14682,4533,475
1600000US0678120,678120,"Temecula city, California",85014,51426,52267,39079,8972,3839,377,32551,184,649,2117,1571,2269,5933,6210,7317,3487,2814,90179,103767,29065,6563,6114,855,838,1263,26962,226,386,1779,1221,2101,4729,4289,6715,3007,2509,92166,106847,31637,5589,78717,76732,39597,67070,51925,111877,102091,78009,34606,9786,32625,2117,68463,53510,49522,44240,38610,8201,5282,3988,3534,2282,1366,454,14953,13057,9616,4284,1896
1600000US0678582,678582,"Thousand Oaks city, California",106853,63719,64674,50406,7548,6537,183,46830,1610,1194,1951,2799,3527,6844,5094,9671,5000,9140,100578,132732,37179,14437,10177,2408,645,1291,31425,535,413,1296,1550,1726,3359,2779,7220,4297,8250,124972,159278,50194,15405,64187,73071,46426,91905,57117,128297,121628,98172,40174,6669,26232,329,79356,61335,58301,53790,49526,5300,4511,3034,2684,1469,1215,350,18021,16628,12364,5160,1393
1600000US0680000,680000,"Torrance city, California",119708,72772,73868,60111,8519,5012,226,53614,1989,1069,3596,3639,6290,6802,6723,10162,5274,8070,85710,113171,43513,13763,9697,1897,350,1296,38427,609,298,1825,2727,3975,3909,5119,7868,4731,7366,106657,130131,42684,15187,51394,68331,48883,72279,58473,146398,139813,114496,37412,6585,31100,717,93453,72741,69212,65076,61222,4918,4136,3529,3341,2134,1332,188,20712,19287,14625,5439,1425
1600000US0680238,680238,"Tracy city, California",68450,39935,42460,35186,4556,2718,0,26744,491,473,1271,1539,2419,5446,5703,5352,2254,1796,81576,91891,23206,5539,4681,1480,975,2158,21999,389,275,744,726,1767,5082,4561,4727,2114,1614,85506,96154,28351,4745,45258,57406,41022,60779,46443,89117,82545,62636,28780,6572,24869,728,55436,43088,40998,37782,33859,5172,3216,2090,1575,1176,903,515,12348,10235,7228,3548,2113
1600000US0680812,680812,"Turlock city, California",58813,31292,32016,24538,6023,1365,90,25137,1216,1865,3533,2089,3589,4300,2835,3144,1700,866,50691,72762,17911,7921,3947,2471,508,2467,17260,497,329,2404,1183,2654,3795,1847,2264,1626,661,58697,76701,25956,7877,26766,56553,30380,51150,32256,72243,69153,42754,34246,3090,16865,556,44463,33855,30956,29088,23570,6188,1868,2899,2899,1026,1924,0,10608,9942,3987,6649,666
1600000US0680854,680854,"Tustin city, California",64603,44644,45703,38579,3750,3094,280,27573,861,978,1788,1731,3553,5228,2338,5529,2146,3421,71601,101418,24769,4611,2995,842,376,1801,17561,194,445,1021,975,1755,3461,1675,3442,2042,2551,86897,115391,36093,10012,51113,71900,36765,50403,50834,80149,73430,51808,26119,6719,18773,185,53333,45432,43573,38308,33030,5935,5265,1859,1859,748,1111,0,7901,6673,4257,2788,1228
1600000US0681204,681204,"Union City city, California",62644,23576,38832,33556,3478,1798,0,21702,576,304,786,1161,1541,3766,2864,3943,3354,3407,98367,119374,18706,6392,4223,1106,1271,876,18090,213,245,373,1036,1086,3271,2542,3291,3079,2954,107703,124407,36567,3612,56004,78376,48002,53359,57364,75221,73800,55346,23967,1421,13917,232,50740,39276,37348,36604,31341,5630,744,1928,1809,1196,690,119,11464,11138,7262,4191,326
1600000US0681344,681344,"Upland city, California",63442,38873,39877,30313,6156,3120,288,27326,1753,781,2565,1914,3458,5393,2596,5324,2014,1528,65578,83400,22104,7846,5731,1692,640,2482,19339,847,342,1855,1200,2126,3350,2529,4081,1617,1392,74823,92816,30823,7987,48372,55028,31094,53997,47448,76326,71773,48686,30252,4553,14927,490,49080,37948,36476,33749,28664,5770,2727,1472,1128,662,466,344,11132,10150,5759,5184,982
1600000US0681554,681554,"Vacaville city, California",78219,46118,45094,32763,8524,3750,57,32697,1008,1227,1316,1711,3278,5447,5337,7115,3269,2989,85422,102505,26807,9971,7096,1838,699,2164,23707,581,203,613,1375,2282,3301,3646,6340,2798,2568,98554,111414,34451,8990,56346,72139,42393,61940,49726,90165,86261,70330,28386,3904,23109,138,55023,44147,42666,39609,34992,6057,3057,1481,1398,770,826,83,10876,10250,8300,3194,626
1600000US0681666,681666,"Vallejo city, California",98462,54491,56367,43867,8509,3957,34,40419,2094,2010,3379,3382,4592,7734,5236,6161,3924,1907,65241,82143,32004,13540,9810,3321,2729,5711,29671,1282,1311,1890,2037,4263,5586,3939,4520,3164,1679,68232,87164,28244,10748,41145,58385,31347,49651,42076,120853,114190,77267,55796,6663,25338,410,77072,58955,52732,48872,40312,10626,3860,6223,5639,2371,3389,584,18117,16478,9062,9537,1639
1600000US0682590,682590,"Victorville city, California",88509,42210,42207,32594,7398,2215,0,32803,1667,1809,3915,3715,5993,5667,2960,3876,2921,280,48065,64044,25563,9492,5563,4783,2101,9298,27056,1169,872,2576,3182,5180,4985,2808,3919,2085,280,51875,67912,17992,5747,23284,36097,27801,40002,35037,118078,110957,54040,65898,7121,39207,1810,67554,46659,40320,36824,27197,11124,3496,6339,5964,1690,4479,375,20895,19455,6887,14372,1440
1600000US0682954,682954,"Visalia city, California",93623,51685,52425,39358,9905,3162,0,41357,1973,1902,4502,4187,6446,8160,5440,5605,1185,1957,55280,73501,33459,11349,6922,3830,2876,7369,30975,1367,1315,3499,2600,4155,7082,3639,4578,918,1822,60730,78526,23628,10382,41814,51290,31293,46114,39539,130242,124042,78434,58924,6200,41036,532,73966,52156,49422,45664,37212,9809,3758,2734,2557,1477,1239,177,21810,20179,9316,12231,1631
1600000US0682996,682996,"Vista city, California",78765,50898,50657,41735,3904,4887,131,30416,900,842,2142,2641,4682,7652,3931,4884,1293,1449,61433,78948,26201,6147,4419,1045,1704,2994,21541,351,357,1293,1753,3397,5324,2925,3910,1082,1149,64980,81816,25783,8875,47281,60636,27522,35855,31149,99629,89312,57493,38288,10317,25877,610,65897,50968,49382,42554,36238,7486,6828,1586,1361,611,862,225,14929,12484,6633,6662,2445
1600000US0683346,683346,"Walnut Creek city, California",59683,32777,33620,26109,3471,4040,0,30542,1094,1097,1770,2317,2641,4435,3295,4968,3408,5517,89814,124799,22594,11992,7419,613,469,1302,17627,521,63,423,581,1488,2319,2083,2858,2867,4424,127357,156881,56225,12915,55042,77783,51209,99555,70920,68272,65833,55273,25211,2439,11232,223,38159,30999,29055,28075,25886,2900,980,1944,1325,1193,132,619,7160,6595,5173,1972,565
1600000US0684200,684200,"West Covina city, California",84936,49902,51518,39966,8419,3094,39,30803,921,1092,2820,2809,3441,4449,4508,6551,2769,1443,74076,83341,26548,8843,5388,2046,666,2239,23979,344,409,1621,2052,2603,4111,3313,5717,2407,1402,81681,90874,25239,6824,32343,47040,31993,44436,41738,107356,100369,68802,38782,6987,25526,600,67618,52340,49347,45214,38946,7043,4133,2993,2542,1471,1114,451,15278,13539,8255,6115,1739
1600000US0684550,684550,"Westminster city, California",74755,40327,41086,33609,3793,3684,0,27587,1968,1466,2780,2323,2903,4797,3918,3883,1965,1584,60426,79429,20909,9261,4715,2661,926,4868,21006,1451,697,2311,1642,2062,3413,3198,2924,1866,1442,64682,85422,25222,6581,39107,51052,28375,38707,46556,91396,84882,48043,43889,6514,18878,639,57023,41743,39272,35645,27857,8966,3627,2471,2086,1147,979,385,15280,13417,6081,7710,1863
1600000US0685292,685292,"Whittier city, California",68199,41543,41821,32504,6231,3022,64,27597,1011,1305,2401,2127,2726,4410,3514,6216,1971,1916,73866,89706,22762,8040,4804,1627,633,1595,19915,363,475,1515,1217,1701,3275,2816,5216,1685,1652,86380,100203,29911,7682,40384,57659,37499,52377,41082,86066,81779,62001,25850,4287,21824,474,52983,41550,39480,36891,33541,4308,2589,2070,1685,1025,757,385,11433,10664,7070,3943,769
1600000US0686832,686832,"Yorba Linda city, California",53293,30658,30887,23724,4262,2804,97,21941,296,311,854,1242,1185,2038,3015,3945,3225,5830,126350,160983,18299,6844,4694,832,243,601,18494,183,242,758,507,1014,1213,2549,3426,3061,5541,143203,173104,52871,3447,59047,83175,56723,89288,70528,68024,66231,55824,17054,1793,18032,71,38339,29495,27821,26991,25788,1884,830,1674,1436,1141,295,238,8844,8190,7600,1037,654
1600000US0686972,686972,"Yuba City city, California",51114,26880,27651,21759,4265,1528,99,22096,1109,1048,3084,3034,2700,4466,2472,2759,972,452,50246,63278,16685,7661,3885,1783,915,3238,15755,807,303,1840,1854,2023,3131,2199,2322,878,398,58130,71115,21469,6341,27444,38248,24877,37575,33291,65879,58730,32372,33915,7149,17261,1289,39542,29106,26431,22263,16198,6683,4168,2675,2104,416,1688,571,10436,9444,3597,6627,992
1600000US0803455,803455,"Arvada city, Colorado",94414,61979,63269,52589,7650,2953,77,45850,1309,1232,2200,3345,5123,9677,6987,8377,3733,3867,75082,94556,37027,13648,8173,1425,564,2515,30030,521,482,1135,1121,2845,6479,4650,6458,3167,3172,86334,106981,37411,15820,51400,64823,40421,61777,50038,117023,112033,90657,33946,4990,25359,369,73310,62788,59476,55988,52193,4459,3488,3312,2693,1460,1362,619,10522,10008,5679,4924,514
1600000US0804000,804000,"Aurora city, Colorado",279162,187478,189614,162047,19167,8234,166,127661,4267,4345,9561,13650,19942,28183,19555,17723,6812,3623,59467,72816,109585,28876,19703,5294,2655,13412,82619,1805,2214,4044,7450,13208,17068,13456,14137,5857,3380,67555,82437,26836,45042,44818,51316,31475,39673,40072,358610,317803,232837,114365,40807,92524,6658,228710,188751,180756,156766,139580,21454,23990,7995,6418,3037,3519,1577,39959,32257,19411,15578,7702
1600000US0807850,807850,"Boulder city, Colorado",95716,58902,59834,45016,9499,5246,73,40031,4458,1483,3260,2886,3839,5225,4501,5611,3293,5475,70158,103895,34761,7707,4381,625,191,1532,18211,616,192,203,938,1659,2407,2296,3190,2236,4474,113391,151622,40037,21820,40950,60505,26473,51941,49560,106580,101724,87926,22238,4856,13634,108,82903,60137,56937,53421,49586,5161,3516,3200,2920,1740,1180,280,22766,21848,19682,2915,918
1600000US0809280,809280,"Broomfield city, Colorado",52782,35576,35693,29080,4862,1751,0,26269,1436,529,1776,1765,2130,3994,3917,4636,2076,4010,84349,111621,21976,5502,4416,790,331,853,16569,442,114,696,1082,696,2146,2456,3843,1730,3364,105397,132200,45463,9700,50690,73729,50374,69278,54084,66176,63189,54981,13939,2987,15667,99,42107,34741,33128,31146,30142,1319,1982,1613,1368,1090,278,245,7366,6764,4939,2075,602
1600000US0812815,812815,"Centennial city, Colorado",88969,58590,59692,49066,6953,3599,74,39777,597,161,1358,1751,2217,6961,5795,10845,4311,5781,102237,128445,33684,10111,8846,603,217,389,30950,222,120,401,972,1483,5036,4423,9347,3940,5006,115970,139995,47739,8827,64891,80949,51053,73176,57243,108044,104428,92187,23553,3616,23922,550,65986,56063,54494,52306,50619,2382,2188,1569,1315,1255,146,254,9923,9369,8023,1658,554
1600000US0816000,816000,"Colorado Springs city, Colorado",365247,227620,223158,174817,34550,13525,266,184681,10746,9009,17181,15774,24649,34605,25019,28081,11373,8244,60308,77939,152208,45191,37883,7471,4866,21087,115244,3598,2722,7172,8296,14477,21039,18202,22553,10108,7077,75337,93680,31582,69437,37616,48617,31807,48687,40233,452179,422202,313685,169670,29977,112319,3090,281535,221726,209840,189128,161710,38304,20712,11886,10891,6298,4956,995,59809,54785,36583,23522,5024
1600000US0820000,820000,"Denver city, Colorado",565318,377214,384689,320374,42405,21715,195,292003,19735,12149,26456,24110,36190,53398,34173,38740,21763,25289,61105,90835,242806,60879,35219,11293,6747,26238,145959,5211,3504,9642,10012,16383,25194,19669,22589,14972,18783,78641,113479,39423,146044,46593,65781,37972,51784,47986,687874,625623,446718,236500,62251,140483,3434,471724,381611,365356,324701,287354,45288,40655,16255,12683,6559,6734,3572,90113,76099,37451,42312,14014
1600000US0827425,827425,"Fort Collins city, Colorado",135487,89303,90428,69123,16854,4264,187,63735,4728,2420,5704,5246,10214,9499,8532,9745,4113,3534,59357,77280,53721,12552,8869,1067,923,4414,34433,692,449,2129,1943,4426,5138,5639,7808,3044,3165,83219,100041,30830,29302,37997,49094,25575,45355,39390,162543,151441,126601,40228,11102,32610,2758,113708,91637,85856,79407,72984,8683,6449,5781,4919,3740,1413,862,22071,21038,16728,5653,1033
1600000US0832155,832155,"Greeley city, Colorado",81215,46436,46782,38003,6200,2556,23,36589,2806,2462,4597,3312,4498,8132,3482,5100,1106,1094,51205,69651,29598,8687,5253,1396,1226,4568,24011,1363,422,1993,1687,3209,6242,2880,4410,969,836,60200,79749,25327,12578,24371,47220,29638,47111,34414,101634,92826,66228,37378,8808,25236,1407,65076,46232,43820,39281,34689,6513,4539,2412,1614,773,866,798,18844,16833,11201,6648,2011
1600000US0836410,836410,"Highlands Ranch CDP, Colorado",85531,58875,59421,50526,6136,2528,231,40562,584,298,1172,1618,2503,5612,6028,9195,6294,7258,114288,140197,35585,7771,6780,484,441,726,32585,410,143,429,1029,1701,3182,5030,8191,5967,6503,125645,151028,50879,7977,64727,86810,59506,87763,66796,112405,109804,99574,19006,2601,31049,394,70036,58383,55917,54619,52341,3124,1298,2466,2086,1403,683,380,11653,11249,10129,1543,404
1600000US0843000,843000,"Lakewood city, Colorado",128422,83730,84908,67709,10662,6376,161,66185,2558,1789,6019,6640,9842,14111,8845,9887,3473,3021,59144,77007,55391,17214,10593,2365,1616,4332,38578,825,421,2243,3375,4900,7098,6525,7897,2597,2697,77723,92802,33435,27607,43793,52374,35079,50914,45013,152452,139834,105627,50522,12618,29304,1768,100045,81969,78893,71561,62478,11030,7332,3076,2588,1560,1088,488,18076,15046,9386,6485,3030
1600000US0845970,845970,"Longmont city, Colorado",72597,46007,46779,40316,3962,2359,142,35176,1040,1510,3616,3123,5639,6538,3767,5737,2213,1993,60661,82230,28222,9921,6231,715,743,2449,21949,101,388,1005,1587,3372,4409,2503,4769,1965,1850,76296,102402,31601,13227,35702,46270,32248,49610,40588,92359,84457,65242,28632,7902,22704,757,56472,45973,43566,38363,34933,4302,5203,2407,2016,1211,805,391,10499,9017,6274,3788,1482
1600000US0846465,846465,"Loveland city, Colorado",,37298,37894,31867,4299,1617,111,29780,1114,1358,2780,2276,3634,5312,5593,4515,2027,1171,67812,78940,22329,9366,5691,1614,1069,2364,20836,173,481,1199,1695,2271,4384,4159,3814,1865,795,76101,87174,31102,8944,32318,54164,31928,50552,40004,76464,72693,51158,29650,3771,16034,448,47060,36592,35182,32521,27483,5649,2661,1410,1271,355,968,139,10468,10047,6771,3815,421
1600000US0862000,862000,"Pueblo city, Colorado",88072,43912,44730,36020,6919,1791,0,42366,4331,3708,5460,5748,6659,7015,4796,2638,869,1142,38380,54439,28637,14008,9523,3941,2142,8942,22361,1183,1262,2472,2595,3058,3785,4139,2054,797,1016,52407,70846,21905,20005,28209,34253,26019,39014,35970,107409,100536,54063,61237,6873,24549,778,65063,46136,42025,37964,29966,10451,4061,4111,3629,1081,2619,482,18927,17443,5542,13232,1484
1600000US0877290,877290,"Thornton city, Colorado",103996,73201,73959,62806,8418,2735,0,45559,1644,1015,1602,3031,6659,8775,7859,9035,3704,2235,75289,86897,40109,8020,5581,1526,980,3961,32525,563,493,630,2159,4403,6550,6151,6651,3019,1906,81032,93412,30194,13034,53624,63015,39397,51822,44983,136282,123511,94818,40016,12771,36317,1491,87950,71929,70116,63133,57246,7777,6983,1813,1221,835,386,592,16021,12790,7090,6702,3231
1600000US0883835,883835,"Westminster city, Colorado",88066,60847,61571,52343,6195,2888,145,43754,1657,1132,2595,3292,6076,8426,7002,7918,3031,2625,71313,90594,37023,11186,6973,1446,369,3845,27843,593,232,1173,1397,3780,5106,4559,6493,2300,2210,80744,105356,35328,15911,48513,60010,37534,51511,42327,113204,104123,78283,36693,9081,28749,1436,70125,59240,56836,50865,46318,6075,5971,2404,1830,725,1105,574,10885,9785,6090,4657,1100
1600000US0908000,908000,"Bridgeport city, Connecticut",115630,65623,67251,55131,6095,6025,0,50476,5817,3388,6830,5225,7410,8141,5020,5690,1587,1368,42113,60434,39736,13490,6185,4091,2145,14319,31671,3295,1214,2583,3617,4671,5948,3697,4302,1045,1299,51010,68948,22462,18805,25541,42639,25003,41431,37671,144100,125219,65609,71219,18881,33601,897,95594,75524,63587,51960,37769,15038,11627,11937,8826,2855,6217,3111,20070,17438,7247,11186,2632
1600000US0918430,918430,"Danbury city, Connecticut",68355,45292,46086,37078,5294,3427,287,30831,1237,843,2169,2853,2922,6902,3989,5908,1739,2269,70187,86660,25710,8681,4739,468,447,2669,20445,427,141,1346,1911,2016,4589,2259,4611,1352,1793,72274,94606,33481,10386,51030,65880,35880,52414,46736,83593,73035,53410,27860,10558,18532,2901,52925,45124,42680,36198,32076,4783,6482,2444,2027,1464,563,417,7801,7043,4360,3050,758
1600000US0937000,937000,"Hartford city, Connecticut",94952,49904,50667,42586,5240,2803,38,47033,6702,4700,6196,5271,7711,7199,4019,3416,864,955,36637,50122,34631,10023,4377,6981,7929,20572,25249,2753,1962,3608,2658,3748,4420,2777,2228,623,472,43395,56874,20162,21784,28317,38262,26994,39108,34528,121157,110619,53271,64211,10538,31390,732,78032,55175,49002,42423,31441,12117,6579,6173,5336,1499,4118,837,22857,20594,8183,12946,2263
1600000US0950370,950370,"New Britain city, Connecticut",58073,33031,33270,28585,3163,1522,0,29825,4478,1981,2666,3980,5183,5100,2932,2607,508,390,41128,51125,21168,7660,4041,3282,2039,10041,17022,1930,612,1205,2434,2956,3131,1811,2220,509,214,47796,59642,21703,12803,27327,34974,30335,40692,36144,71824,67948,34278,39305,3876,15788,279,45482,33854,31356,29215,21984,7963,2141,2498,1807,408,1469,691,11628,10863,3872,7582,765
1600000US0952000,952000,"New Haven city, Connecticut",103763,59208,59912,50610,7439,1863,0,48909,5875,3709,5828,5590,8565,7746,4539,4042,1408,1607,40457,57457,38104,12030,3968,3596,3679,12038,25492,1864,1160,3082,3010,5546,3745,2482,2681,718,1204,43255,66976,22982,23417,31577,43700,26119,41062,40212,128410,118200,65289,60005,10210,29267,879,86649,62718,56581,50440,38803,12484,6141,6137,5183,2029,3154,954,23931,21749,9630,12739,2182
1600000US0955990,955990,"Norwalk city, Connecticut",71202,46933,48175,39549,3866,4708,52,33989,1512,977,1652,2439,3410,4762,3745,5797,3898,5797,88209,129762,29445,9048,4449,594,465,2330,22637,519,482,602,1908,2271,2920,2334,4065,2769,4767,103214,147021,51250,11352,61310,90266,45727,71336,63067,88025,76464,55575,28864,11561,19620,3633,55857,46358,43627,38399,32976,5747,5228,2731,1826,929,897,905,9499,7822,5303,2868,1677
